st,stname,year,population,domestics,immigrants,bach_share,efi_score,cm_share,ehs_share,ifpbs_share,nrm_share,ttuhos_share,private_gdp
09,Connecticut,2011,3594181,3115138,479043,0.3618694365657089,6.258789460569649,0.16671269564446536,0.11224379333329924,0.5006482414373316,0.0018462734428141097,0.21854899614208975,233467.3
10,Delaware,2011,908220,829963,78257,0.28193336936872204,5.380462081510539,0.10067975143745313,0.07854469828383934,0.6598937241407433,0.004623689980645748,0.15625813615731837,63786.3
12,Florida,2011,19036879,15341323,3695556,0.25861796716995755,6.935350405298668,0.10802337217883307,0.10998236458921355,0.44966130591621684,0.00925814954008537,0.3230748077756512,735308.5
13,Georgia,2011,9805666,8861944,943722,0.27634616277141333,6.273357788896429,0.16724714907169017,0.08712418595267131,0.4498309172746887,0.009552227868892371,0.2862455198320574,413544.0
15,Hawaii,2011,1385141,1133539,251602,0.297055892743908,5.227913698523717,0.09403202671639557,0.10068422088109624,0.41310361179167,0.008759170729000438,0.38342096988183777,59461.6
16,Idaho,2011,1586880,1493895,92985,0.2556151874399231,5.628236338537428,0.19728334438044381,0.1020883706601193,0.3575212151199156,0.0735662873306758,0.2695407825088455,53549.6
17,Illinois,2011,12892409,11097938,1794471,0.3095954670337731,5.217807034072741,0.18426653812574031,0.09679703306079623,0.4360021905613401,0.011605571817576864,0.2713286664345465,686309.5
18,Indiana,2011,6521409,6220362,301047,0.2276700093992335,6.0452470574149535,0.3509200054682917,0.09853688587709841,0.28350289075356866,0.017991025771920324,0.24904919212912088,289078.8
19,Iowa,2011,3070048,2937238,132810,0.25753332713316535,5.505447456864211,0.2531530394610148,0.08812753137351831,0.3488810535952214,0.06101303049466236,0.24882534507558296,144187.7
20,Kansas,2011,2872529,2679199,193330,0.3048742557780137,6.428900611202284,0.23241332817417737,0.09639590405565507,0.33839808207047034,0.04977920673987881,0.28301347895981843,125488.4
21,Kentucky,2011,4374302,4230876,143426,0.2074298355434255,4.897496282314221,0.23988015272573004,0.10921543721780588,0.31956053474207324,0.042562701386854675,0.2887811739275361,158457.4
22,Louisiana,2011,4577089,4403733,173356,0.2107165025562448,5.956293423331611,0.28607821289075147,0.08716244315393776,0.28401326364149604,0.068653686665896,0.2740923936479187,210092.7
23,Maine,2011,1330060,1285857,44203,0.28558620214013253,4.866543746870043,0.16643789345891385,0.1520046211535261,0.3932562488373687,0.01694161877441526,0.27135961777577616,50988.1
24,Maryland,2011,5854930,5053644,801286,0.3701700754245759,6.511216471768673,0.13212432934807256,0.11659398424467,0.5023451303723571,0.0037558991996712527,0.2451806568352291,282509.1
25,Massachusetts,2011,6630673,5639421,991252,0.3918646323287567,6.098759736327135,0.1474820255862263,0.14363774596960063,0.5017278185856336,0.0029106278024221307,0.20424178205611726,417330.4
26,Michigan,2011,9895652,9287466,608186,0.25752654271906733,4.911221959996113,0.23951207776395902,0.10974701950289734,0.377794963139831,0.01310628522880383,0.2598396543645088,397595.7
27,Minnesota,2011,5352946,4957468,395478,0.3264841753006391,5.215204055225201,0.18840195849515992,0.11243416280035577,0.4123494990580045,0.02998914521703328,0.2568252344294466,281008.9
28,Mississippi,2011,2977902,2909750,68152,0.20069675404247575,5.19626602535791,0.24110910878300637,0.10382064850194377,0.30648696950891463,0.029272864299127167,0.319310408907008,86644.8
29,Missouri,2011,6011574,5762382,249192,0.2635026724636525,6.340615940081989,0.17783804999759337,0.11139908031601567,0.42736738796365253,0.016161190055892463,0.26723429166684604,255223.4
30,Montana,2011,998243,977993,20250,0.293687196754779,5.6936810038954535,0.13128608507530856,0.11651154585659233,0.3554340602085721,0.0896126948354753,0.30715561402405167,36342.3
31,Nebraska,2011,1843937,1729821,114116,0.2814244394907979,6.889826802232993,0.19109558534931373,0.09117165076768943,0.3262793854252734,0.08131065264975312,0.31014272580797025,94808.9
32,Nevada,2011,2710129,2189973,520156,0.22363288799167771,5.752942553672735,0.11005368951487829,0.06649270122574176,0.3734778351118591,0.045914468998368985,0.40406130514915195,127378.9
33,New Hampshire,2011,1321939,1251286,70653,0.33451901529222894,7.24751677010286,0.1584817301402577,0.13152092678538413,0.4263029423509286,0.0034042830884352267,0.28029011763499434,64323.6
34,New Jersey,2011,8878245,6988785,1889460,0.35235176556505454,5.142118115518997,0.1360271485842163,0.10231011845775471,0.48079035503425827,0.0018513029195435656,0.27902107500422724,482886.5
35,New Mexico,2011,2082130,1870607,211523,0.25553630954097145,4.779676054249421,0.11103748843741251,0.10580555502618899,0.41421402990807105,0.10362863680941485,0.2653142898189127,67224.0
36,New York,2011,19602134,15251681,4350453,0.3312775353087477,3.7953984987419864,0.08704739901482307,0.10215467719459617,0.5949694185508093,0.0025607334474255727,0.21326777179234588,1274975.2
37,North Carolina,2011,9641131,8934394,706737,0.2671588388060508,5.907834997695633,0.2712581101611787,0.09102053139364427,0.40064747913577303,0.008673552902319165,0.22840032640708494,411161.1
38,North Dakota,2011,687257,670527,16730,0.26175746157306573,6.634208432261416,0.15891273127741778,0.0916843457265505,0.2694393361916297,0.16589192710036388,0.31407165970403816,37716.7
39,Ohio,2011,11558178,11104990,453188,0.24789178908140969,4.686155341231689,0.22747414834536653,0.1112636373182386,0.39615559374162773,0.011213489475331875,0.2538931311194353,508897.2
40,Oklahoma,2011,3786536,3579020,207516,0.2375129676457239,6.751187831883661,0.1774076436848459,0.09726158730112858,0.3260302733210849,0.10985367629899942,0.2894468193939411,133852.6
41,Oregon,2011,3872651,3503812,368839,0.29194525901248913,4.423514667168438,0.21457930444256235,0.11181132156928972,0.387598232980886,0.020965892569402737,0.2650452484378591,157509.8
42,Pennsylvania,2011,12773059,12014883,758176,0.27056252616272664,5.515874814941317,0.1742352483784566,0.13708916473530225,0.42105890353891945,0.016548026300871793,0.2510686570464499,600489.4
44,Rhode Island,2011,1058746,915686,143060,0.30990493489403936,5.043925033609713,0.13703121396977128,0.16131060939563546,0.45501331153176944,0.0027105213508584365,0.24393434375196524,47665.6
45,South Carolina,2011,4661744,4440663,221081,0.23773649535564717,4.966095639070958,0.24165196248610868,0.08621189352656632,0.37573352098173857,0.007506767247209115,0.28889585575837734,160422.0
46,South Dakota,2011,823113,799469,23644,0.2570822625222005,7.731430963775137,0.14513339536841902,0.1029104661482192,0.4098143013996168,0.09615278811031401,0.24598904897343093,41998.5
47,Tennessee,2011,6404657,6101056,303601,0.2365463311180346,6.793309897923295,0.2061969416852423,0.13132026603216507,0.3496156516121833,0.008193283610130718,0.3046738570602785,263501.6
48,Texas,2011,25627909,21409791,4218118,0.2650411138155042,7.177363433196716,0.22650131332253073,0.07841283706231238,0.3467514743230189,0.06755455514526397,0.2807798201468739,1203107.4
49,Utah,2011,2818798,2581722,237076,0.29709759915683753,5.324405566111902,0.20684223096637153,0.08316662798989774,0.4184018984929611,0.03336929990531249,0.25821994264545706,118214.2
50,Vermont,2011,629600,605251,24349,0.370391340472886,4.8809194701241445,0.1742774491345729,0.14613667843840633,0.3797073033061134,0.02234402444956905,0.2775345446713382,26919.9
51,Virginia,2011,8107953,7208109,899844,0.35350890251094286,7.263445605041517,0.1627721726132952,0.08629891633486671,0.5074732949347353,0.009181903694254383,0.23427371242284845,387916.2
53,Washington,2011,6830840,5912241,918599,0.31755829754377085,4.979759890937187,0.20522125861940163,0.0840176808825672,0.4320452973151518,0.01873420199747146,0.25998156118540794,347807.1
54,West Virginia,2011,1857305,1833981,23324,0.1864250379267679,4.815534386660726,0.17998151196531767,0.12247746255843422,0.29667528452953557,0.10858177659797094,0.29228396434874165,60464.4
55,Wisconsin,2011,5713359,5438395,274964,0.2639559755846764,5.081142552612058,0.25393630418478375,0.11273051824403099,0.369030513025999,0.01805477998985988,0.2462478845553263,256370.5
56,Wyoming,2011,566844,550463,16381,0.24835525439619857,5.757218234442564,0.12869040959661882,0.05404313506122195,0.237332960407732,0.29267822736030824,0.28725526757411896,32774.6
01,Alabama,2012,4839947,4676804,163143,0.23355859018957137,6.048172113751652,0.2448467597290763,0.09201609657469217,0.35942873686832566,0.02161647039380012,0.28209193643410574,167918.7
02,Alaska,2012,731106,680600,50506,0.2886036077596658,4.510017226185405,0.07556200439584246,0.08393170648048273,0.2744738754270602,0.2698704264508763,0.29616198724573845,45718.8
04,Arizona,2012,6501800,5619858,881942,0.27467396783488157,6.3933494462480285,0.13926917021478355,0.10965111294492523,0.43117397802087576,0.027926089454079806,0.2919796493653357,254593.2
05,Arkansas,2012,2948793,2821363,127430,0.21232282058544635,5.66125653426402,0.21125515321114313,0.10356729228633552,0.3287453668606268,0.042525868569862645,0.313906319072032,99790.5
06,California,2012,37971412,27701166,10270246,0.3097795790481281,4.622389251261463,0.1571955292050663,0.08881231725171294,0.4835367165730043,0.020853514379279726,0.24960192259093683,1957304.8
08,Colorado,2012,5188139,4676819,511320,0.3758424124620891,6.595178973795895,0.13026554320298006,0.08462479794162746,0.48555017876945017,0.038639222227192994,0.2609202578587494,250560.7
09,Connecticut,2012,3605215,3117098,488117,0.37197629609121646,6.326226684961611,0.1641200515788648,0.11342205865114015,0.49370866037476474,0.001993241448289995,0.2267559879469402,236208.3
10,Delaware,2012,916654,836878,79776,0.3021052478148276,5.0738790044895445,0.09279053900386626,0.08074476284335279,0.6653605362241932,0.005107649154726707,0.15599651277386098,63393.7
12,Florida,2012,19268256,15515129,3753127,0.26784161023752034,7.255991913147173,0.09890901952023248,0.11037814675864532,0.45685714427474944,0.009636276814053248,0.3242194126323194,744887.2
13,Georgia,2012,9907250,8967012,940238,0.28318298200229447,6.495821652954206,0.16083776194214627,0.08715733324778066,0.456510621112386,0.0103656338697989,0.28512864982788816,422327.2
15,Hawaii,2012,1405255,1154391,250864,0.3010972462401777,5.189617413436167,0.09240759978533906,0.09922324902803557,0.41152210695957714,0.008077684944028963,0.38876935928301926,60881.7
16,Idaho,2012,1600611,1506695,93916,0.25784788148950405,6.1891756575026315,0.18986012271789596,0.10318636601913554,0.3637129894667768,0.06379520366871448,0.2794453181274773,52802.8
17,Illinois,2012,12927420,11137553,1789867,0.31476972435045103,5.3618286292325275,0.18487566785155107,0.09495156549600389,0.44182075049160935,0.009339832520793298,0.2690121836400425,706034.6
18,Indiana,2012,6546485,6243550,302935,0.2334602200199271,6.38695640587111,0.3422515426747994,0.10066624128986282,0.28892830349198795,0.016000186016865984,0.25215372652648377,292026.1
19,Iowa,2012,3082748,2951085,131663,0.2682213440286709,5.702950090898551,0.2603207296553029,0.08597244075081169,0.3513337978499895,0.0560137809568599,0.24635925078703597,150478.9
20,Kansas,2012,2891164,2702581,188583,0.3017058345884637,6.7424254775222865,0.2293376257042171,0.09593527063033779,0.3459669164472296,0.044715148579063745,0.2840450386391517,127948.1
21,Kentucky,2012,4394147,4259984,134163,0.21548336135837365,5.012201772507331,0.25556062879133784,0.10799674601836458,0.3177948736251497,0.03442956249700016,0.2842181890681478,162148.3
22,Louisiana,2012,4603590,4439133,164457,0.22195202708407993,6.2969231607769744,0.27906736213445477,0.08716436831452805,0.28882519777088467,0.07001900612124254,0.27492406565888994,212234.4
23,Maine,2012,1330954,1286588,44366,0.28029731904620725,5.169262192214174,0.16125762438705907,0.15356608586368548,0.39472512994053416,0.016681011918649676,0.2737701478900716,50906.5
24,Maryland,2012,5914854,5080647,834207,0.3695154275002698,6.535285140071335,0.12607487790879868,0.11703185462432528,0.5079560858986862,0.0038477653877165862,0.24508941618047317,284298.6
25,Massachusetts,2012,6693932,5684520,1009412,0.39474218466221783,6.261278395316229,0.14646979536253904,0.14282749867990774,0.5121844516290401,0.002746255106672719,0.19577199922184035,430741.8
26,Michigan,2012,9921001,9317968,603033,0.262949648437795,5.449202649994194,0.24495830825257145,0.10749649195454815,0.3791629071002057,0.0106257638880566,0.257756528804618,408351.4
27,Minnesota,2012,5388902,4984884,404018,0.3273547403362007,5.408107843093291,0.18848481549788462,0.11224131638793,0.4142737320429594,0.03200360344518389,0.2529965326260421,287122.2
28,Mississippi,2012,2982356,2926415,55941,0.20597248624050188,5.321690735728737,0.24812124262505944,0.10299583368285659,0.3044800492128737,0.030510863182618905,0.31389201129659144,89034.1
29,Missouri,2012,6026733,5800221,226512,0.2604090921181937,6.636505479727525,0.18621714708949572,0.113029064044529,0.420897594273653,0.013416217643687032,0.26643997694863525,259199.0
30,Montana,2012,1005475,987609,17866,0.28525393067584937,5.887706284056168,0.1285775951053807,0.1163356846595403,0.34831532973529483,0.09547135108758892,0.31130003941219525,37136.3
31,Nebraska,2012,1859140,1736512,122628,0.29722168253351466,7.035507314496416,0.18717144377405304,0.09403752769343954,0.340188257666793,0.0632570108611807,0.31534576000453385,94907.8
32,Nevada,2012,2739290,2217923,521367,0.22642961461040706,6.055342379997288,0.0997585248640218,0.06833904692534856,0.3800414862200828,0.04162952172088641,0.4102314202696604,126425.9
33,New Hampshire,2012,1327372,1253895,73477,0.3531010689452907,7.548255087697321,0.150143835605941,0.12825967346175599,0.44374931990356803,0.004018507818618473,0.27382866321011645,65152.3
34,New Jersey,2012,8935248,7044555,1890693,0.36308246682871786,5.285714169853748,0.12958217511725337,0.10102507768218558,0.49809510294633313,0.0018622448621170057,0.2694353993921109,496478.1
35,New Mexico,2012,2090282,1895452,194830,0.2619971630666094,5.0749529997325675,0.10364873639950992,0.10797533033434509,0.4100905866831993,0.10940332670265061,0.26888201988029514,67365.5
36,New York,2012,19758616,15268909,4489707,0.3347509056823604,3.9244368945012558,0.08124894354805909,0.09842173076399247,0.6099912647982563,0.0022549581878243755,0.20808310270186767,1332998.7
37,North Carolina,2012,9719755,8968714,751041,0.27304903547535786,6.2896906409790505,0.2537391365828677,0.09153503810317284,0.41442837597168825,0.009639968967125026,0.23065748037514622,417186.0
38,North Dakota,2012,705347,685607,19740,0.28821386501461543,7.281942539951476,0.15522489294072297,0.07724487453052953,0.25239659011199883,0.21744460617141698,0.2976890362453316,47659.5
39,Ohio,2012,11573400,11134597,438803,0.2515701495836474,5.009270899444355,0.22159506429051498,0.11158061409183684,0.40373510639677224,0.009678362612708937,0.253410852608167,515243.9
40,Oklahoma,2012,3815196,3603017,212179,0.23691531897045903,6.876855273273223,0.1753736708874497,0.09312402156424916,0.32239474947975033,0.11134361442645013,0.2977639436421008,142636.7
41,Oregon,2012,3900064,3530238,369826,0.30163539287894414,4.577530246527696,0.2092946446688623,0.11348931587244603,0.3874431454570996,0.021242137137683987,0.2685307568639081,159963.1
42,Pennsylvania,2012,12816003,12046726,769277,0.28084819326616045,5.9163751764743004,0.1704927211192863,0.1349071360442259,0.4308616835373581,0.01794247779371866,0.2457959815054111,614837.8
44,Rhode Island,2012,1063756,919701,144055,0.31248645987198426,5.093433925920383,0.1345132158408315,0.15690454353915176,0.46104446041857733,0.0025386477621066024,0.2449991324393327,48310.1
45,South Carolina,2012,4699358,4479165,220193,0.2531354371923525,5.503687303562177,0.24307534933303132,0.08608582670816665,0.37290358636064,0.007419653248921826,0.2905155843492401,162362.5
46,South Dakota,2012,832730,810496,22234,0.26650677096786096,7.768054753778647,0.13883056679882938,0.1026665319005242,0.43542251482810423,0.07886116483890085,0.24421922163364126,43194.3
47,Tennessee,2012,6463610,6180747,282863,0.2455777040485113,6.938394850346626,0.2121478231998978,0.12855846500021414,0.3503163263027618,0.006418771878641103,0.3025586136184852,272887.4
48,Texas,2012,26052403,21828252,4224151,0.26949823245692145,7.417319165790796,0.2138890022169028,0.0763211172284108,0.3473150283856942,0.07864110110773782,0.2838337510612544,1268910.7
49,Utah,2012,2861360,2624609,236751,0.30700116949227946,5.586426014394953,0.1915749485048946,0.08236338893297208,0.43438269600003293,0.03061995584371801,0.2610590107183824,121039.9
50,Vermont,2012,630693,604228,26465,0.3513514131946987,5.089299999215963,0.17598266382611116,0.14681572262121778,0.3813628809675459,0.0194226644117927,0.2764160681733325,27277.2
51,Virginia,2012,8197400,7247912,949488,0.3574057072812213,7.375434522084434,0.1623005142772379,0.08693284422145964,0.5096767505991561,0.008221848727481064,0.23286804217466536,391072.7
53,Washington,2012,6904658,5992130,912528,0.3182671517981846,5.466821444681238,0.20858343105789406,0.08338118530340168,0.432514394166505,0.018081431745639864,0.25743955772655935,361745.7
54,West Virginia,2012,1858706,1833054,25652,0.1822169129826095,5.196542848404402,0.1866331922155492,0.12549965541006203,0.2966246595123232,0.0980719372518132,0.2931705556102524,60310.3
55,Wisconsin,2012,5734379,5468234,266145,0.2748047695031461,5.414562787719127,0.26031306978483554,0.11152544039852869,0.36998127131660014,0.01649519355577759,0.24168502494425803,261635.3
56,Wyoming,2012,575491,557117,18374,0.25383568099701526,6.043538365791414,0.14469511699326373,0.05535054196558691,0.2486286675715063,0.24363120070552474,0.3076944727641183,31841.0
01,Alabama,2013,4865253,4706918,158335,0.23454455949522324,6.020297473287454,0.2508830076042263,0.0917338381086757,0.3526652044945494,0.025176485105867775,0.27954146468668073,171884.8
02,Alaska,2013,738054,693566,44488,0.29212050357765296,4.715436452593806,0.08426663832284688,0.08925530464599879,0.2845550058805724,0.23721235451648753,0.3047106966340944,43748.7
04,Arizona,2013,6555926,5680333,875593,0.2747257294912701,6.456169123524956,0.1332676272905659,0.11013713190403915,0.43875993506057087,0.027716580338457347,0.29011872540636674,256743.7
05,Arkansas,2013,2954563,2819622,134941,0.20597743845472835,5.6311398698841115,0.21391635926394287,0.10185568291967514,0.32551471745173344,0.04708846399648794,0.31162477636816066,103075.4
06,California,2013,38292557,27982216,10310341,0.3106665390058424,4.218240822081945,0.16210862075312663,0.08743019686289889,0.48057455749688976,0.01974833006094652,0.25013829482613814,2039365.9
08,Colorado,2013,5262801,4758990,503811,0.3769829011838955,6.604368704381721,0.1355332729058086,0.0822928468917592,0.47435833522169346,0.03959928997658434,0.2682162550041544,262659.9
09,Connecticut,2013,3610238,3110836,499402,0.3754125626439007,6.14786084632139,0.17046384493503478,0.11657251633793585,0.481043330455778,0.0021307440805346987,0.22978956419071672,231466.3
10,Delaware,2013,925704,849998,75706,0.2962256233224333,5.216627981323907,0.09922897067096786,0.08491891346976206,0.6487767917245236,0.006729840558549125,0.1603454835761973,61654.2
12,Florida,2013,19502928,15714435,3788493,0.27247901910635236,7.191795603697614,0.09720484480736838,0.10911037142777637,0.4603908936595834,0.008514015826010113,0.3247798742792617,768722.1
13,Georgia,2013,9980892,9008324,972568,0.28445506682711436,6.454836328555458,0.15849197951185695,0.0878879350658639,0.4577622315424241,0.010037759654936538,0.28582009422491844,434918.5
15,Hawaii,2013,1423345,1178283,245062,0.3136209015391243,5.182846274740677,0.09034476960100767,0.09831160775616589,0.4139709976632512,0.007305314556850576,0.3900673104227247,62996.9
16,Idaho,2013,1618841,1520105,98736,0.2617222415213055,6.349783540006366,0.18634611047267183,0.10393732077457604,0.36119136352733533,0.06777898305570175,0.2807462221697151,55614.4
17,Illinois,2013,12959880,11146347,1813533,0.32260115173761383,5.310294270055928,0.17885542724209277,0.09553833324355872,0.4388031361140151,0.013816877270392963,0.2729862261299404,710490.2
18,Indiana,2013,6581401,6266498,314903,0.2372008442959152,6.375954915181409,0.35048016657176245,0.09913963112654033,0.27831497892994483,0.02272563056042966,0.24933959281132273,302527.1
19,Iowa,2013,3102460,2944958,157502,0.25961902328266906,5.669780342199066,0.25928191988543425,0.08653083798278174,0.34157465178397883,0.06246413974461821,0.2501484506031871,150592.7
20,Kansas,2013,2901727,2704392,197335,0.30855676687095945,6.987007653812889,0.20225573586362625,0.09733281853884164,0.3572775171305667,0.052420119104725584,0.29071380936223984,128898.3
21,Kentucky,2013,4415978,4261514,154464,0.22569746189596518,5.019265514978497,0.26105851116372764,0.10438317373747652,0.3127891209406327,0.03955003846464694,0.282219155693516,167129.9
22,Louisiana,2013,4628239,4449428,178811,0.22714704824249154,6.373156512698276,0.2596504126891743,0.09044471950096673,0.295931213813512,0.06446006881124029,0.28951358518510667,207503.9
23,Maine,2013,1332673,1289579,43094,0.28002105192387694,5.346455371403665,0.1543631547090313,0.15472671818131795,0.3936822494556374,0.015619472852617264,0.2816084048013961,50818.6
24,Maryland,2013,5963434,5122530,840904,0.37292965882881696,6.358237441113363,0.13160862807768697,0.11592194241121095,0.5033867357551937,0.004008142377354048,0.2450745513785544,287273.1
25,Massachusetts,2013,6757991,5695457,1062534,0.40110666040954074,6.321909141557516,0.1462903149768364,0.14386828304106208,0.5063074706531,0.0023601703149308427,0.20117376101407064,434147.0
26,Michigan,2013,9947598,9328080,619518,0.2691690029096013,5.548918602078472,0.25550613067624167,0.10531643443124655,0.3729288102767902,0.01085584159200238,0.2553927830237193,418910.5
27,Minnesota,2013,5431187,5033098,398089,0.33612558536541787,5.509288612577912,0.1918958854862215,0.11124674388256144,0.41004314408499504,0.028676852665234735,0.2581373738809873,295737.9
28,Mississippi,2013,2986599,2922659,63940,0.20478648133344715,5.296721317423174,0.23208064032395273,0.10182390645329967,0.3090963418182872,0.039598805245946965,0.3174003061585134,89589.7
29,Missouri,2013,6044008,5816151,227857,0.27049602672245693,6.653497110365586,0.18521582204167314,0.11304748349196402,0.4156449743460024,0.016157676755854736,0.2699340433645057,264749.9
30,Montana,2013,1016046,998317,17729,0.2933778230357685,5.792813468694907,0.12944669718770438,0.11742315238718116,0.34042380640941794,0.09842773054283845,0.31427861347285807,38127.0
31,Nebraska,2013,1873681,1760308,113373,0.30303434895878406,6.7990936024226345,0.18889761095675348,0.09278742369625169,0.33842300422446475,0.07481434045673797,0.3050776206657922,97026.7
32,Nevada,2013,2769188,2246582,522606,0.2239797238215166,6.035565809898245,0.09837844500474312,0.06844138499176194,0.3787102451445404,0.034799540666034245,0.41967038419292024,128088.0
33,New Hampshire,2013,1331163,1255625,75538,0.35089971929407054,7.601196384440126,0.15517575120981356,0.12779532580560454,0.43798026784709454,0.0038503957684660694,0.2751982593690213,66618.5
34,New Jersey,2013,8987175,7053756,1933419,0.36426258920984267,5.383299499405571,0.1301401340117286,0.10096481186208137,0.49364497542802727,0.002036684783680644,0.2732133939144821,505817.1
35,New Mexico,2013,2096538,1875907,220631,0.26316191747257084,4.908187148646145,0.09839646373150861,0.1082664268929137,0.407806646918853,0.11217211654069179,0.2733583459160328,66976.8
36,New York,2013,19892558,15445137,4447421,0.3388386716088741,3.838831862336009,0.08309606674014085,0.10020414641867188,0.6009051851307154,0.0023151988421091334,0.21347940286836256,1335094.3
37,North Carolina,2013,9800429,9055804,744625,0.28258986162061966,6.076587591480003,0.2664502234755711,0.08935333471412382,0.40348052606716855,0.010016646542462461,0.2306992692006741,427438.9
38,North Dakota,2013,727655,708269,19386,0.27767577144671196,6.954756783592128,0.1583773922259483,0.07721261938375533,0.25119838839515063,0.20316172276675015,0.31004987722839566,49268.8
39,Ohio,2013,11612081,11137647,474434,0.26049422092655955,4.977700338415037,0.22169629151359307,0.11070753928169964,0.4011395873593654,0.012010605102777709,0.2544459767425642,532720.2
40,Oklahoma,2013,3847936,3627018,220918,0.23964690801213454,7.041832524498944,0.168394078129086,0.09312292010412258,0.31863706173681844,0.1170111091494844,0.30283483088048874,146636.6
41,Oregon,2013,3924055,3520049,404006,0.30420319078062746,4.649375955131217,0.2127910722673205,0.11393040086759147,0.39564618104824134,0.021044257493673814,0.2565880883231729,162616.4
42,Pennsylvania,2013,12847236,12031054,816182,0.28619983796553705,5.965882603971308,0.17487027681246708,0.13376577562527744,0.43115741013427367,0.017054807057144065,0.24315173037083762,629432.1
44,Rhode Island,2013,1068358,928636,139722,0.32726420787137067,4.9839243447280905,0.13787187569403553,0.15703489687014174,0.4567156150606472,0.0022535142393166918,0.24612409813585878,49037.0
45,South Carolina,2013,4738067,4509625,228442,0.258501331399939,5.452237601095935,0.2403417195592445,0.0857314493044985,0.37017803976755986,0.008303656049857836,0.2954451353188393,167075.8
46,South Dakota,2013,841120,818076,23044,0.25901154198297177,7.793360506105066,0.14077535543274686,0.10557113729252969,0.40548625783059167,0.08809242635322773,0.2600748230909041,43464.1
47,Tennessee,2013,6508290,6206446,301844,0.24652024665910965,7.009479247452592,0.21442141790207006,0.1288855949564221,0.34930687986179776,0.008084196918051867,0.299301910361658,279723.5
48,Texas,2013,26433846,22078471,4355375,0.27513450777092724,7.475386575866435,0.2207490978061892,0.07445008796956255,0.3459977663226821,0.08258326484377193,0.27621978305779415,1341220.6
49,Utah,2013,2909190,2667865,241325,0.31299160734644604,5.684994235510857,0.19351336842339323,0.08343630582353109,0.4294111667709627,0.03196779634635604,0.2616713626357569,125700.2
50,Vermont,2013,632859,605514,27345,0.34238047865710725,4.970442239192675,0.15161749685000037,0.1523406920306873,0.38817314932862135,0.01999970177518322,0.28786896001550766,26806.2
51,Virginia,2013,8270221,7318680,951541,0.3611770466097171,7.137385315542036,0.1644143515953406,0.08757355799444326,0.5077024979125221,0.007820220856786833,0.23248937164090702,397446.1
53,Washington,2013,6975001,6030029,944972,0.3280557458526144,5.512931914178293,0.21061969184057977,0.08264673745894632,0.4319599468181453,0.016174199788908616,0.25859942409341985,375258.2
54,West Virginia,2013,1856588,1828299,28289,0.1880912026574791,5.0963369678325625,0.18736348545300988,0.12556911397811885,0.29298489158115804,0.10429306902499086,0.28978943996272244,61384.7
55,Wisconsin,2013,5757584,5480831,276753,0.2778762666348023,5.162799144218011,0.26359951929677405,0.11231228407379058,0.3603600384412126,0.01705480881891067,0.2466733493693121,265518.2
56,Wyoming,2013,580937,562565,18372,0.2707840899296641,6.247866392597392,0.1312670835652604,0.05526134939564215,0.25099119661920327,0.24820807199430317,0.31427229842559107,32009.2
01,Alabama,2014,4887757,4733759,153998,0.2304437255469866,6.101536031049673,0.24352983108088366,0.09411441626204374,0.3568978714204748,0.0221785950089689,0.2832792862276289,170987.9
02,Alaska,2014,737634,681842,55792,0.2910073281227942,4.544068487788981,0.09436074870778895,0.0901989136507251,0.28871586379790337,0.21605862718126637,0.3106658466623163,42503.5
04,Arizona,2014,6629890,5722159,907731,0.27408386648742894,6.626326304555305,0.13724027646604275,0.11070638975088617,0.4338302935151909,0.026563017453912104,0.291660022813968,260594.3
05,Arkansas,2014,2961050,2817915,143135,0.2136261855218987,6.006069865113421,0.21354584409032337,0.10187278919414842,0.3294199665631261,0.044686770118154424,0.31047463003424747,104861.9
06,California,2014,38637421,28210404,10427017,0.3170364725943971,4.463657752999406,0.1623061158293784,0.08646777106031998,0.47737603444289384,0.02037759885290712,0.25347247981450066,2120496.8
08,Colorado,2014,5342212,4810668,531544,0.380019793975383,6.877624586967554,0.1397262889050544,0.08210971294031896,0.46118099554709685,0.04718898734415201,0.2697940152633779,275852.1
09,Connecticut,2014,3614584,3118065,496519,0.3794477824448799,6.289553429148923,0.16114303792150605,0.11743826856187033,0.49073931976031887,0.0020812203195691294,0.22859815343673562,233220.0
10,Delaware,2014,935278,855587,79691,0.30311710958644644,5.313340991314285,0.09185691387652292,0.0813847677333595,0.6692255994385514,0.007319945401504134,0.150212773550062,67177.8
12,Florida,2014,19790139,15834939,3955200,0.27353676601865573,7.543209951839807,0.10248493173543384,0.10807672551231094,0.4562542847550175,0.008135882775134046,0.32504817522210355,795327.6
13,Georgia,2014,10078133,9088851,989282,0.29036070082980836,6.942726994518421,0.1605625537752719,0.08570957806704634,0.460373379362543,0.00962657217638245,0.28372791661875624,452682.2
15,Hawaii,2014,1434323,1190955,243368,0.31593998792860634,5.313829335000862,0.09409884590556263,0.0993953993670587,0.41465369294475146,0.006971801048604222,0.3848802607340229,63491.5
16,Idaho,2014,1641124,1537802,103322,0.2522665058672639,6.574530067899423,0.18365319149671502,0.10319961845120221,0.3554106315254694,0.07729992016506133,0.2804366383615521,57717.0
17,Illinois,2014,12968905,11187627,1781278,0.3298739210966044,5.525946127773932,0.17807551250582518,0.09422469051344927,0.44298742456864426,0.010957653722200976,0.2737547186898805,727816.1
