st,stname,year,population,domestics,immigrants,bach_share,efi_score,cm_share,ehs_share,ifpbs_share,nrm_share,ttuhos_share,private_gdp
55,Wisconsin,2007,5610775,5374355,236420,0.255886322765593,5.69203583287275,0.2803982213827569,0.1033223153504112,0.3437547711801047,0.01902569551017196,0.2534989965765553,253240.9
56,Wyoming,2007,534876,517934,16942,0.24071891054965164,6.390472125780032,0.16870893376995943,0.04508538140663481,0.19934142565895296,0.3056342337484512,0.28123002541600145,33635.0
01,Alabama,2008,4718206,4584704,133502,0.22104022297931505,6.445938229139904,0.25652182098995996,0.08860068350591038,0.3340299578927805,0.026386097633116327,0.29446143997823276,164772.3
02,Alaska,2008,687455,644950,42505,0.27167797227871765,4.459320730505398,0.10536435732455483,0.07605366851214525,0.25205995311486856,0.2319217916105541,0.3346002294378772,39622.7
04,Arizona,2008,6280362,5373793,906569,0.2524122238130932,6.392402730684354,0.1746677824578016,0.09845981433431178,0.40894762024844244,0.028926125693330702,0.2889986572661135,258016.1
05,Arkansas,2008,2874554,2765210,109344,0.19005231605709555,6.1795072914376385,0.23315514515783753,0.09789611704842986,0.3056187939466794,0.046451743046750205,0.316878200800303,96969.9
06,California,2008,36604337,26788901,9815436,0.2959397764193408,4.3314196539907845,0.18609312748214085,0.08143298899086797,0.45053234314519375,0.019116568810300202,0.2628249715714972,1878069.9
08,Colorado,2008,4889730,4392835,496895,0.3558427011731603,6.949149110924387,0.15122914193270623,0.07801145481350051,0.4617346605957025,0.03965275150360735,0.2693719911544834,242739.1
09,Connecticut,2008,3545579,3076396,469183,0.3568382343904224,6.688793290911449,0.22210064984618658,0.10153781225296522,0.460060655532391,0.0020976939863555253,0.21420318838210164,247777.2
10,Delaware,2008,883874,813813,70061,0.2661709998509186,5.8770565949465015,0.13366123314363212,0.08013459342998652,0.6033511017261951,0.005407771740529962,0.1774452999596563,58465.0
12,Florida,2008,18527305,15085953,3441352,0.25794104309960425,6.866449527168085,0.12755295241711484,0.09984708596616493,0.4444203402492024,0.010047365173570843,0.318132256193947,772611.4
13,Georgia,2008,9504843,8610102,894741,0.27417292455479203,6.616474391415104,0.18282207352853694,0.08124348772189718,0.4276300009018845,0.012354139362271673,0.2959502984854096,415060.0
15,Hawaii,2008,1332213,1098122,234091,0.292655395951924,5.211606929092061,0.1216384112861208,0.0950379410310876,0.3990120636447437,0.008743804523532791,0.37556777951451514,59765.4
16,Idaho,2008,1534320,1445611,88709,0.24127395553552086,6.167579538064409,0.2015102156244147,0.09145582288755286,0.35432405730886335,0.07056915884074791,0.28214074533842126,54159.3
17,Illinois,2008,12747038,10981088,1765950,0.2977996610391963,5.962592433888944,0.18909734431249614,0.0940246288472176,0.4226067649119138,0.012315760453980737,0.2819555014743917,673138.5
18,Indiana,2008,6424806,6166872,257934,0.23020069878619526,6.35800193137981,0.3637633752956562,0.09417717802253205,0.27238841758172516,0.01779702479201487,0.25187400430807183,288682.8
19,Iowa,2008,3016734,2903509,113225,0.24211196154538472,5.843355382828219,0.27628046195547445,0.08808827454691565,0.32093944078322884,0.05490752754475889,0.25978429516962204,140560.9
20,Kansas,2008,2808076,2635434,172642,0.29575409174417144,6.87615583688654,0.23137499506406242,0.09315665497353129,0.3532946678174453,0.04049805826259832,0.2816756238823627,124890.2
21,Kentucky,2008,4289878,4172159,117719,0.19405005399886793,5.606320820032898,0.25336132950738827,0.10235446375870993,0.3010408495437739,0.04275889647207324,0.30048446071805457,156310.5
22,Louisiana,2008,4435586,4302817,132769,0.20310179338927908,6.0777247734612265,0.31351899216434626,0.0804408823997718,0.2577010829644161,0.0668717178067866,0.2814673246646794,208989.6
23,Maine,2008,1330509,1289662,40847,0.2436034281639806,4.961095931335303,0.179949811497658,0.1510618768293788,0.3681547255587115,0.017367033954058222,0.2834665521601935,50762.6
24,Maryland,2008,5684965,4971064,713901,0.35418879298738987,6.902981956778199,0.14452411784598382,0.11492427860912886,0.4783742077128818,0.004548457266171729,0.2576289385658338,265905.9
25,Massachusetts,2008,6468967,5538281,930686,0.38249469261615565,6.358570108306956,0.15336984960145605,0.14039533447628644,0.4847021686316252,0.003068300927092051,0.21846434636354034,393738.7
26,Michigan,2008,9946889,9369787,577102,0.24847034271938132,5.085444489090427,0.2382593791178,0.10869704603858174,0.3734711444770363,0.00997258586480742,0.2695998445017746,395523.8
27,Minnesota,2008,5247018,4888866,358152,0.3182192874272408,5.681703947770514,0.1991994158195113,0.1088437583591856,0.4040756880122937,0.02769346873222105,0.26018766907678825,273883.7
28,Mississippi,2008,2947806,2888115,59691,0.1949094496769089,5.675112469615915,0.27289332806541766,0.09615326500712398,0.2822882751195074,0.031206804117480485,0.3174583276904704,88759.1
29,Missouri,2008,5923916,5711143,212773,0.251483656623904,6.629513438940861,0.19917293748013717,0.10402227251356057,0.40601436355507603,0.01787787823220388,0.2729125482190223,259515.6
30,Montana,2008,976415,956370,20045,0.27493645911548575,6.010438327095333,0.15132036580137587,0.11165402753447487,0.3261094848855664,0.09089954090280596,0.32001658087577683,34955.1
31,Nebraska,2008,1796378,1689274,107104,0.2745761799267211,6.7877466109026985,0.19067682684820603,0.09756730615907662,0.33423032201971437,0.06014635037728229,0.3173791945957208,85789.6
32,Nevada,2008,2653630,2146015,507615,0.21912266876805883,6.6184584178960115,0.14698587042985123,0.05946435877077073,0.3673041878967675,0.03492692830034573,0.3913186546022647,135488.4
33,New Hampshire,2008,1315906,1252070,63836,0.3308801691541847,7.591444330165495,0.15838343861785525,0.1307994876387173,0.41309857125044336,0.004699344002668683,0.29301915849031557,61742.4
34,New Jersey,2008,8711090,6978386,1732704,0.3450446294136848,5.538334261278305,0.16951485924237913,0.09404005411549361,0.4541124382505832,0.0019687199114502597,0.28036392848009384,503028.4
35,New Mexico,2008,2010662,1823626,187036,0.24774892855494007,5.185480275872898,0.12656935449791734,0.09975014443158965,0.39181519848815954,0.09781897217900355,0.2840463304033298,65946.6
36,New York,2008,19212436,15048482,4163954,0.31919156452170216,3.9879686006867523,0.10749591827963448,0.10604955922253043,0.5532949524752944,0.0031240975898388416,0.23003547243270187,1162788.7
37,North Carolina,2008,9309449,8660977,648472,0.2627009822282478,6.899422946743347,0.29222485634689216,0.08625022507887546,0.38192000406150234,0.010958939207708122,0.22864597530502187,420023.7
38,North Dakota,2008,657569,642891,14678,0.25257512842619967,6.54492608298527,0.17162170841361593,0.09951830443159923,0.27059087989723823,0.13918754014129736,0.31908156711624924,30260.4
39,Ohio,2008,11515391,11081324,434067,0.24173077156257664,4.594147024623768,0.23804064382259135,0.1072861391306221,0.3858033534629896,0.009212573674639863,0.25965728990915704,508118.9
40,Oklahoma,2008,3668976,3485906,183070,0.2245754039166364,7.235310911547619,0.20563415649553618,0.09178651382620272,0.31406013320674947,0.09858488938230162,0.2899343070892101,129753.3
41,Oregon,2008,3768748,3408322,360426,0.2802439280016459,5.140588319397481,0.21853080562710117,0.10851116175316183,0.37510605028781,0.025059572045080723,0.2727924102868462,157022.2
42,Pennsylvania,2008,12612285,11939332,672953,0.2611750875666442,5.868689817845105,0.19358226301920428,0.1329124028337048,0.4106444232069893,0.012197729548626952,0.2506631813914747,586564.2
44,Rhode Island,2008,1055003,923001,132002,0.2997365613146845,4.78748350333726,0.16053130765432955,0.15951139444439635,0.42546188426258763,0.0036790499865743914,0.2508163636521122,46195.5
45,South Carolina,2008,4528996,4335710,193286,0.23839621558471377,5.411700438643049,0.259660505687904,0.08108604468182391,0.35143931927547545,0.009161906043763558,0.29865222431103305,158656.4
46,South Dakota,2008,799124,783734,15390,0.23861403616492186,8.044905974791117,0.1533891517636025,0.1041537132077858,0.39514021350813044,0.0850607539176529,0.26225616760282855,37917.9
47,Tennessee,2008,6247411,5995681,251730,0.22719230696634035,6.883044631902881,0.22565778866307862,0.11516349704791666,0.3322874999040285,0.012583399233763542,0.3143078151512127,260171.5
48,Texas,2008,24309039,20437049,3871990,0.2528173328200535,7.66810985339778,0.23043562524328168,0.0732545971126104,0.339892691704234,0.06818278066435854,0.2882343052755154,1126142.7
49,Utah,2008,2663029,2444571,218458,0.288624572049236,6.298851627728566,0.2024773501663409,0.07912347725041433,0.4163701814961753,0.03106137899292461,0.2709676120941449,113850.6
50,Vermont,2008,624151,599722,24429,0.33174917982854873,5.10006557184841,0.17415567075086397,0.15104068488847,0.36123546968268927,0.02331526861451461,0.29025290606346216,25468.9
51,Virginia,2008,7833496,7033503,799993,0.33555866215836605,7.459754852146207,0.16567084681135952,0.08451503926348596,0.4924348191250005,0.010657826065373403,0.24672146873478062,372301.7
53,Washington,2008,6562231,5754499,807732,0.3079830862823979,5.612514351318812,0.21774913298634185,0.07988243444572063,0.41710162965382,0.019029514440046764,0.26623728847407063,337713.7
54,West Virginia,2008,1840310,1815566,24744,0.16963046427233786,5.413914889398545,0.1863141274842793,0.11996494386926927,0.2870987982703823,0.11152828361364597,0.29509384676242306,58442.4
55,Wisconsin,2008,5640996,5386616,254380,0.254461231421578,5.527913989612859,0.2659671457954874,0.11140976304884967,0.34850865999417824,0.016561635767335502,0.25755279539414916,249074.3
56,Wyoming,2008,546043,533091,12952,0.22264421292499978,6.305018868795622,0.18741661881622287,0.04688486469037192,0.19363289139520468,0.2949158546374936,0.27714977046070693,35475.2
01,Alabama,2009,4757938,4606986,150952,0.21936055527314366,5.883764983976174,0.23109271439091902,0.09460118337184795,0.35763477995886134,0.030775286320119864,0.28589603595825186,157448.9
02,Alaska,2009,698895,649503,49392,0.269268170704601,4.390397706964177,0.10106141724919926,0.07505201879690458,0.25329062726486334,0.280541463072499,0.2900544736165338,44186.8
04,Arizona,2009,6343154,5453538,889616,0.2538860505997275,6.070234621368286,0.1442372793193816,0.11123990505241105,0.42955114724107735,0.027060401163289807,0.2879112672238403,235558.9
05,Arkansas,2009,2896843,2780366,116477,0.18773940525092453,5.819802806818271,0.21242934444790368,0.10530006862220193,0.3196598838054835,0.054411912038618025,0.30819879108579284,93177.3
06,California,2009,36961229,27030096,9931133,0.29880680691603817,4.062506662256993,0.17628658894130453,0.08790552027920556,0.4632810285139735,0.02436153695124292,0.24816532531427354,1806711.5
08,Colorado,2009,4972195,4485811,486384,0.3591634606868622,6.318905355990959,0.14282810303544735,0.08387222502453835,0.4728587166474798,0.04600189754834905,0.25443905774418546,236745.2
09,Connecticut,2009,3561807,3097986,463821,0.3560024839668546,6.4628115637111065,0.16770626452101722,0.10873404838199473,0.5114888568367194,0.0023388854067814668,0.20973194485348717,236632.1
10,Delaware,2009,891730,817787,73943,0.28327857414796215,5.74811632900316,0.11127093592874471,0.0771932319756664,0.6502853411730101,0.007919409502968162,0.15333108141961072,61732.9
12,Florida,2009,18652644,15151672,3500972,0.2537706819494018,6.553608259574314,0.1120113207088536,0.10862331186530944,0.45608294745029926,0.01111202264583727,0.3121703973297005,722515.9
13,Georgia,2009,9620846,8717327,903519,0.27680070070524343,6.2554232254580056,0.16992762419964244,0.0885477385321377,0.4448362765891274,0.013940167064295473,0.282748193614797,396622.4
15,Hawaii,2009,1346717,1115978,230739,0.3006029343636341,5.0941572687001075,0.11669683741616885,0.10257938003052709,0.4107363473707638,0.011814783725669907,0.3581726514568705,57017.9
16,Idaho,2009,1554439,1459307,95132,0.24089435397051595,5.498608992773388,0.1994520146746,0.09995915158615162,0.3635142738231033,0.06861570120541358,0.26845885871073155,51729.8
17,Illinois,2009,12796778,11079785,1716993,0.30457110009889204,5.35254526891111,0.17982019763174115,0.09943288879271525,0.44314312033836184,0.012283828377808982,0.2653199648593727,655120.8
18,Indiana,2009,6459325,6178810,280515,0.2240568879743001,5.792395202028207,0.32996164152238655,0.10382096327731594,0.2937679752640121,0.019665515274967408,0.252783904661318,266545.5
19,Iowa,2009,3032870,2917109,115761,0.25224053231022375,5.331660235925269,0.25367190488802566,0.09262161207733734,0.3413628203996351,0.056711838968835526,0.2556318236661664,136365.0
20,Kansas,2009,2832704,2652661,180043,0.29825334689671457,6.336933642569019,0.20701648763071331,0.0991815299629127,0.36037249987631975,0.05279848665636418,0.28063099587369017,119934.7
21,Kentucky,2009,4317074,4190259,126815,0.2091351923313722,4.945763872769157,0.22784309565563007,0.11037632228419814,0.31841905969111123,0.05101485899663504,0.2923466633724256,148797.0
22,Louisiana,2009,4491648,4342024,149624,0.21546525800556743,5.5604071133520065,0.2992311631104867,0.08483579406781541,0.2674921722896644,0.08580588049808056,0.262634990033953,211518.8
23,Maine,2009,1329590,1284229,45361,0.2670064438637212,4.8606780329065,0.17428102911165552,0.15586623312578435,0.378908583548166,0.018825751045429582,0.27211840316896474,49849.9
24,Maryland,2009,5730388,4992951,737437,0.3573313837074507,6.446690457293241,0.14078313479759694,0.12040462737622203,0.48975219500770484,0.004706914716256307,0.2443531281022199,262771.1
25,Massachusetts,2009,6517613,5580476,937137,0.3829366506957047,6.047900787566008,0.14318899172305954,0.14620319700257595,0.500709353068462,0.0035953898337093716,0.20630306837219314,388013.6
26,Michigan,2009,9901591,9302484,599107,0.24841612668269322,4.471749190202693,0.1969621793189656,0.12150113967669411,0.39838427766536993,0.011215053138069375,0.2719373502009008,358141.0
27,Minnesota,2009,5281203,4924472,356731,0.31441858436635284,5.055461035552873,0.19022658357078642,0.11668406296189068,0.416202553826931,0.02500685693388392,0.251879942706508,261961.3
28,Mississippi,2009,2958774,2900803,57971,0.20013974936278903,5.229342876146279,0.24830547299916594,0.1034971278207854,0.2991483313167385,0.03842141741163203,0.3106276504516781,84758.4
29,Missouri,2009,5961088,5750128,210960,0.2530648359460707,6.317007782004787,0.18012969226594344,0.11139779751207943,0.42469389693036735,0.01942721964208876,0.264351393649521,250840.4
30,Montana,2009,983982,963883,20099,0.27157965882994495,5.350275086368437,0.13280761267016167,0.12021087566265767,0.3399944197248043,0.096858892462223,0.3101281994801533,33842.9
31,Nebraska,2009,1812683,1708812,103871,0.27191731693380733,6.429203284331045,0.18447555854580888,0.09906387026425074,0.34161543280050116,0.07217363060575831,0.30267150778368096,86139.4
32,Nevada,2009,2684665,2171711,512954,0.21666218105102317,5.985310756402801,0.13578907951574148,0.06734700314692017,0.3752461690634536,0.03507954647469726,0.3865382017991876,123198.2
33,New Hampshire,2009,1316102,1244849,71253,0.3243261801814573,7.222540339817697,0.14952519278866197,0.13712744893705714,0.4261671529804085,0.00418794289287203,0.28299226240100045,61320.5
34,New Jersey,2009,8755602,6990450,1765152,0.34527642747471915,4.959372218031841,0.14983889720219853,0.10187236856182909,0.4742512944021987,0.002591630945723359,0.2714458088880505,476736.3
35,New Mexico,2009,2036802,1833210,203592,0.25638089131926217,4.880058956008805,0.13935103279399186,0.10262474956356692,0.38878425560333213,0.10704766200747501,0.2621923000316341,67635.2
36,New York,2009,19307066,15195928,4111138,0.3240670566228465,3.6425349814775916,0.09857867787192028,0.10423846262345952,0.5881502638942193,0.002817550523688155,0.2062150450867128,1213944.2
37,North Carolina,2009,9449566,8774009,675557,0.26617424210384544,6.300035995625795,0.288520977890522,0.09352508144942674,0.3831415852172399,0.013719067870377279,0.22109328757243404,400716.5
38,North Dakota,2009,664968,647337,17631,0.26945814221554737,5.950861822105932,0.1579550359255592,0.10197844466448322,0.28124127250107905,0.15279470383629118,0.3060305430725874,30786.6
39,Ohio,2009,11528896,11100488,428408,0.24104265322047583,4.267737238384718,0.21257904178739936,0.11536425321491382,0.4061515574236395,0.01292746538937613,0.25297768218467115,480160.2
40,Oklahoma,2009,3717572,3520833,196739,0.22421431826511476,6.438645253633616,0.18329306020482344,0.09882421830507335,0.3214254317735491,0.11597361466680833,0.28048367504974575,127352.0
41,Oregon,2009,3808600,3436444,372156,0.29013978994747525,4.425963878852856,0.20693703970955266,0.11394877388270365,0.3917394197862229,0.02753348735033572,0.25984127927118494,149173.6
42,Pennsylvania,2009,12666858,11991598,675260,0.26370835336168225,5.5151397819960986,0.17959555608414896,0.14181527526112903,0.41973264445175146,0.014608358927359604,0.2442481652756109,567544.4
44,Rhode Island,2009,1053646,917525,136121,0.29990721038127466,4.487266961372943,0.14313969783274783,0.16269830130786556,0.4562004314207302,0.0038003027286605444,0.23416126670999587,46187.5
45,South Carolina,2009,4589872,4379657,210215,0.2444577646899562,4.798968002547362,0.2404760721727004,0.08673179037189412,0.3724062314707159,0.011241954771156096,0.28914395121353353,150750.7
46,South Dakota,2009,807067,789184,17883,0.2550884393030421,7.4370799902417986,0.13506952277434833,0.10457896679723548,0.4260628371034228,0.09526568364061443,0.23902298968437888,38817.9
47,Tennessee,2009,6306019,6041071,264948,0.22950916961321574,6.4652222064351434,0.20939907134369262,0.13116998533848923,0.3463273539657555,0.011508541004512814,0.3015950483475499,248177.1
48,Texas,2009,24801761,20814163,3987598,0.25590677401413997,6.9094588943191,0.21990232330506015,0.07976818730195932,0.342946773999147,0.08197287125755161,0.2754098441362818,1120507.0
49,Utah,2009,2723421,2512080,211341,0.28225454863907307,5.514967568939166,0.21484799729477183,0.08500154237576231,0.40787430042242206,0.03461576856629203,0.25766039134075175,111398.7
50,Vermont,2009,624817,603301,21516,0.33251595992051747,4.480824832303232,0.1586832580634829,0.1567414560712341,0.3791478492040613,0.023529835687518017,0.28189760097370353,24949.0
51,Virginia,2009,7925937,7115475,810462,0.33941141678887143,7.076337921155596,0.16459739978917212,0.08932994567127064,0.4999183717598724,0.010323810038651782,0.23583047274103305,369581.0
53,Washington,2009,6667426,5859862,807564,0.3064951972370622,4.955651067900205,0.2129428051116891,0.08572186997726976,0.4255770331161549,0.0218606835104412,0.2538976082844449,326996.7
54,West Virginia,2009,1847775,1825659,22116,0.17115946119672393,5.050440693685322,0.190821835221901,0.12450159626214323,0.28900223339681846,0.11022943699217627,0.28544489812696106,58142.1
55,Wisconsin,2009,5669264,5414136,255128,0.25568171861666567,4.592035799162488,0.24556543667434022,0.1187097851316965,0.3704658144807374,0.01634364641939459,0.2489153172938314,239906.6
56,Wyoming,2009,559851,543449,16402,0.24000190894339982,5.287714577214206,0.13036317046217588,0.05037593758562855,0.21499655227444497,0.335287546333517,0.2689767933442335,34418.9
01,Alabama,2010,4788095,4617664,170431,0.2208899980690826,5.806481305131769,0.23437854698369107,0.0923918311853567,0.3580660479806811,0.02686842063284631,0.2882951532174248,162994.0
02,Alaska,2010,714015,667362,46653,0.2858353784910065,4.359381555598045,0.09070549237978084,0.07889250936681284,0.2715929685519236,0.24041955809302024,0.31838947160846254,42887.1
04,Arizona,2010,6401304,5541749,859555,0.25988082589751416,5.957055123245382,0.1401310835122913,0.11191441356027136,0.42445111331801644,0.0309184389168086,0.2925849506926122,239628.4
05,Arkansas,2010,2921546,2788717,132829,0.19606439847926332,5.454044473832536,0.2198200507175259,0.10249774438283606,0.312836910023275,0.04729398870211892,0.3175513061742441,96155.1
06,California,2010,37322523,27186153,10136370,0.3010352215290431,4.1421918788169245,0.16607176303403862,0.08793658723926338,0.4705183866677435,0.021921615342714328,0.2535516477162402,1852826.3
08,Colorado,2010,5046928,4556261,490667,0.3659705887741858,5.971661009656798,0.13360855679730543,0.08442442535177015,0.4795993571318086,0.04046711338782107,0.26190054733129464,240207.4
09,Connecticut,2010,3580281,3107131,473150,0.3548256163868627,6.333030266676833,0.16877168008241136,0.10910842666568873,0.5069780486300605,0.0023153202859728926,0.21282652433586643,238471.2
10,Delaware,2010,899773,829908,69865,0.27481657726967496,5.425887994106373,0.10382163096945256,0.07874443376134989,0.6486239043903144,0.006581041481398836,0.16222898939748442,61045.1
12,Florida,2010,18842405,15174744,3667661,0.25863369508592654,6.72907147251297,0.111098484611635,0.1086972597082753,0.4485765419153415,0.010703359757455217,0.320924354007293,734437.8
13,Georgia,2010,9712616,8772793,939823,0.2726923094187801,6.028527607922007,0.16860500588257527,0.08750129989721858,0.4433947559984853,0.011171088210963501,0.28932785001075734,403703.7
15,Hawaii,2010,1365117,1121308,243809,0.29153669149340533,4.990008636005107,0.10170719635054251,0.0998498102642693,0.41703930616764445,0.010156091869173345,0.3712475953483705,58848.3
16,Idaho,2010,1571339,1481958,89381,0.2443410432234195,5.4289266096939635,0.19766682921339887,0.0997374245095465,0.3552740162796804,0.07376870850369481,0.27355302149367944,53298.9
17,Illinois,2010,12845460,11085693,1759767,0.308753014521542,5.341373048106007,0.18152237221070544,0.09772120324157145,0.4381540125141698,0.010461655540149392,0.27214075649340397,667714.8
18,Indiana,2010,6491385,6191235,300150,0.22805205852973223,5.647757017508579,0.3552951440180461,0.09761389191086765,0.2835659194944857,0.017001671839753638,0.24652337273684685,287861.7
19,Iowa,2010,3051473,2910592,140881,0.251462431222294,5.220294487688613,0.26161622057152945,0.08918154045889765,0.34418249424171415,0.05049069990576056,0.2545290448220981,141018.5
20,Kansas,2010,2858835,2671524,187311,0.30074860937205217,6.061990788044664,0.22519261199817558,0.09777806684900109,0.3409112988610411,0.05048830167180135,0.28562972061998093,121698.3
21,Kentucky,2010,4349159,4202303,146856,0.20715382776395155,4.735274227718004,0.2419329852691523,0.10698172535021931,0.3167862017048146,0.04223052125128988,0.29206856642452395,156231.7
22,Louisiana,2010,4544804,4377816,166988,0.214324110027692,5.758502719251697,0.31907653016829995,0.08281243095319556,0.267047641782559,0.07054356833429838,0.26051982876164714,222270.3
23,Maine,2010,1327967,1280049,47918,0.26835593189602847,5.018013962011825,0.17399853023953968,0.15045304584401775,0.3817096910375883,0.01909320470323347,0.2747455281756207,51148.3
24,Maryland,2010,5791715,4985159,806556,0.36003534108251045,6.332923920404272,0.13493678964784409,0.11555001436352232,0.49718988721197876,0.004458118935753448,0.24786518984090142,277027.5
25,Massachusetts,2010,6569724,5592838,976886,0.39020312598760165,5.968612389397806,0.1488904656267354,0.14340037613981393,0.4970567108359303,0.003628421881694562,0.2070240255158259,409459.9
26,Michigan,2010,9880111,9297414,582697,0.2549143429308684,4.597010597931249,0.22879721872502257,0.11283309738119243,0.37930865152045473,0.01183321753394315,0.2672278148393871,382758.7
27,Minnesota,2010,5312197,4933978,378219,0.3213830889681408,4.764474895370831,0.18520295528910174,0.11456821763020475,0.4138896535192198,0.029524667911171257,0.2568145056503025,273077.0
28,Mississippi,2010,2970367,2907379,62988,0.19697771839377476,5.116640556507967,0.24445524889311873,0.10238249587362014,0.2986292143096877,0.03614892668147106,0.3183841142421024,86602.5
29,Missouri,2010,5996167,5763167,233000,0.2536374671922599,6.233740841750573,0.18060007586480256,0.10915813704252032,0.4267050304408489,0.016655772563676258,0.2668809840881519,257612.1
30,Montana,2010,990874,971018,19856,0.3002543054310782,5.49216975360875,0.12975678696407406,0.11693031871915494,0.34785460708383653,0.09395753977303119,0.3115007474599032,35318.8
31,Nebraska,2010,1830194,1720939,109255,0.27721111621667566,6.400414096157905,0.18983202088528714,0.09552231761055413,0.3359391242879122,0.06805250091873236,0.3106540362975142,88970.3
32,Nevada,2010,2701888,2194188,507700,0.21454010828215972,5.517803804177293,0.11917348271660136,0.06734520334183697,0.37113979656651197,0.04133702169101796,0.4010044956840318,125311.4
33,New Hampshire,2010,1317105,1246388,70717,0.3339569156636041,7.113099750788993,0.1547553674405432,0.13175620923774084,0.4215468613552149,0.003927337954039447,0.28801422401246174,63561.2
34,New Jersey,2010,8809368,6961632,1847736,0.3533232514557595,4.975216338001245,0.14694511911746674,0.10025984523467496,0.47461113060914434,0.002109894839998957,0.2760740101987149,486122.1
35,New Mexico,2010,2064898,1856848,208050,0.24642299058097633,4.775877433363704,0.12774386008525324,0.10369455066572104,0.40061417426463597,0.10135922614042656,0.2665881888439632,67419.1
36,New York,2010,19420354,15112970,4307384,0.325216448026164,3.631653670751522,0.09340523872195465,0.10202337293433272,0.5910603845526112,0.0028927313072244338,0.21061827248387702,1264197.3
37,North Carolina,2010,9571037,8850678,720359,0.26441586267262257,5.782367521531042,0.28038623570964777,0.09163567333307429,0.3856736385477158,0.01213682570101874,0.2301676267085434,408704.5
38,North Dakota,2010,675097,658426,16671,0.289747038190948,6.388707981576921,0.15713295660518178,0.09895037376645223,0.27242302543507363,0.15762756038904882,0.3138660838042435,33165.5
39,Ohio,2010,11541932,11072631,469301,0.24589087386893713,4.556814361353606,0.21932248322106768,0.11320637101958486,0.39953879510067764,0.010593052565662914,0.2573392980930069,491459.3
40,Oklahoma,2010,3759558,3549857,209701,0.22507742847570095,6.484669181542316,0.1746902145323713,0.09922404788354086,0.3284102778987796,0.10938769419528127,0.288287765490027,128143.7
41,Oregon,2010,3837609,3463379,374230,0.28932340223105646,4.305584551048276,0.20471881697301397,0.11285640333005412,0.39232452947938695,0.02323700425689698,0.26686324596064803,152920.0
42,Pennsylvania,2010,12716596,11989185,727411,0.26890645126552176,5.427902402145947,0.17782163166602344,0.13732804432725085,0.4191464224313594,0.015366366455520261,0.2503375351198461,589136.8
44,Rhode Island,2010,1054975,924088,130887,0.30461153093820803,4.796941959239832,0.14144526030518684,0.1622650677099259,0.4502301676726467,0.003275543585254189,0.24278396072698635,47706.5
45,South Carolina,2010,4633669,4420580,213089,0.24607143251994767,4.655609453427959,0.239027169234019,0.08635841369311471,0.37298439105261977,0.009746870689296493,0.29188315533095005,156243.1
46,South Dakota,2010,816068,794896,21172,0.283931907826448,7.475125314171518,0.14082148636522832,0.10648083053616211,0.4158330542553219,0.07993987253591159,0.2569247563073761,39143.4
47,Tennessee,2010,6356388,6066642,289746,0.22999897311057055,6.724190060621204,0.2039063783191897,0.130277267216769,0.34983379609714127,0.008664111689022721,0.3073184466778773,255767.8
48,Texas,2010,25238386,21102043,4136343,0.25946754586376947,6.804436782653963,0.22682674679233872,0.07931238493980479,0.34312102345080014,0.06887665597763033,0.2818631888394261,1154947.3
49,Utah,2010,2776212,2545418,230794,0.2931070379455498,5.1409707093814605,0.21758668511071264,0.08366303677758011,0.4043801384710496,0.03368735231498866,0.260682787325669,114049.1
50,Vermont,2010,626366,598369,27997,0.3402127111982916,4.4386173033079634,0.16946495763566288,0.14784335657950304,0.3751764388085482,0.02404133328767801,0.28347391368860786,26295.2
51,Virginia,2010,8025105,7121740,903365,0.34317700535128426,7.013905617753729,0.1641570951413393,0.08618786515730421,0.5045560278280559,0.0097112280638711,0.23538778380942926,384123.5
53,Washington,2010,6743680,5849524,894156,0.31289662953039066,4.655530740995538,0.21137318751212036,0.08458589240109934,0.4252407520568724,0.019806789041028477,0.2589933789888795,339222.3
54,West Virginia,2010,1854404,1831855,22549,0.17241794612272124,4.800403199085088,0.18149392547029025,0.12227966895874097,0.29581891323037784,0.10605905105767985,0.29434844128291104,59128.5
55,Wisconsin,2010,5692038,5440231,251807,0.26343175788219336,4.788286952160251,0.25215823921838104,0.11298662637900253,0.36858623659106343,0.018245571190170066,0.24802332662138296,250061.4
56,Wyoming,2010,564402,547825,16577,0.2475698597954587,5.253000654511637,0.1344965275080403,0.05327284309308143,0.2261703152432298,0.3024967760980688,0.28356353805757967,32958.6
01,Alabama,2011,4812576,4650711,161865,0.2247745283157734,5.8730920272630485,0.24835666779202217,0.09320368106414587,0.35094363181115357,0.020509755741282987,0.2869862635913953,164892.3
02,Alaska,2011,722513,677753,44760,0.25762598887894894,4.412354130976639,0.08238734942745254,0.08478093066404176,0.2806839882634261,0.24966657460584987,0.30248115703922973,42956.0
04,Arizona,2011,6443158,5579582,863576,0.2637096285955434,6.164087951639057,0.13829752491953537,0.11135261581037324,0.42524945742078624,0.03327321922538678,0.29182718262391827,247860.5
05,Arkansas,2011,2938773,2812614,126159,0.20352025691699605,5.342275137491253,0.22128739601414238,0.10182352121713152,0.3227895919066692,0.042675257034838376,0.3114242338272185,98291.8
06,California,2011,37651212,27439571,10211641,0.30332742659115297,4.228940556723125,0.1560695633708161,0.08894223749615052,0.4785299566600882,0.020036507789435092,0.25642173468351015,1890490.0
08,Colorado,2011,5118837,4623469,495368,0.3681858285994678,6.1397720319632505,0.1311044707933119,0.08430751061523832,0.48654363628410774,0.03949630066437379,0.2585480816429684,245083.7
